Product ID,Category,Sub-Category,Product Name,Product Price
FUR-BAR-10002449,Furniture,Tables,"Barricks Training Table, Adjustable Height",307.69428571428574
FUR-BAR-10002710,Furniture,Tables,"Barricks Coffee Table, Adjustable Height",121.44214285714287
FUR-BAR-10003465,Furniture,Tables,"Barricks Computer Table, Adjustable Height",161.58285714285716
FUR-BAR-10003532,Furniture,Tables,"Barricks Conference Table, Rectangular",588.3891071428571
FUR-BAR-10003576,Furniture,Tables,"Barricks Training Table, with Bottom Storage",294.58000000000004
FUR-BAR-10004434,Furniture,Tables,"Barricks Wood Table, Rectangular",416.095
FUR-BAR-10004553,Furniture,Tables,"Barricks Training Table, Rectangular",226.9
FUR-BAR-10004561,Furniture,Tables,"Barricks Wood Table, Fully Assembled",456.67999999999995
FUR-BAR-10004682,Furniture,Tables,"Barricks Round Table, Fully Assembled",467.3625
FUR-BEV-10000326,Furniture,Tables,"Bevis Wood Table, Rectangular",455.78999999999996
FUR-BEV-10000388,Furniture,Tables,"Bevis Coffee Table, Rectangular",286.96
FUR-BEV-10001048,Furniture,Tables,"Bevis Conference Table, with Bottom Storage",851.64
FUR-BEV-10001217,Furniture,Tables,"Bevis Wood Table, Fully Assembled",476.735
FUR-BEV-10001853,Furniture,Tables,"Bevis Computer Table, Adjustable Height",473.73999999999995
FUR-BEV-10002193,Furniture,Tables,"Bevis Round Table, Adjustable Height",341.8422222222223
FUR-BEV-10002369,Furniture,Tables,"Bevis Training Table, Fully Assembled",210.91452380952379
FUR-BEV-10002803,Furniture,Tables,"Bevis Conference Table, Fully Assembled",835.33
FUR-BEV-10003414,Furniture,Tables,"Bevis Computer Table, Fully Assembled",381.4516666666667
FUR-BEV-10004805,Furniture,Tables,"Bevis Conference Table, Rectangular",856.205
FUR-BEV-10004919,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",427.47375
FUR-BO-10000002,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",1843.0628333333332
FUR-BO-10000008,Furniture,Bookcases,"Sauder Library with Doors, Traditional",523.1575
FUR-BO-10000021,Furniture,Bookcases,"Dania Corner Shelving, Metal",104.985
FUR-BO-10000022,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",923.5041666666666
FUR-BO-10000034,Furniture,Bookcases,"Safco Classic Bookcase, Pine",1513.1533333333334
FUR-BO-10000035,Furniture,Bookcases,"Dania Classic Bookcase, Pine",1799.5720476190477
FUR-BO-10000038,Furniture,Bookcases,"Bush Library with Doors, Pine",396.1105357142857
FUR-BO-10000071,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",339.75816682754186
FUR-BO-10000087,Furniture,Bookcases,"Sauder Corner Shelving, Pine",272.32222747747744
FUR-BO-10000112,Furniture,Bookcases,"Dania Corner Shelving, Pine",559.3558761022928
FUR-BO-10000120,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",539.8966666666666
FUR-BO-10000148,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",110.46333333333332
FUR-BO-10000155,Furniture,Bookcases,"Dania Corner Shelving, Metal",568.947238095238
FUR-BO-10000160,Furniture,Bookcases,"Safco Library with Doors, Pine",2426.21
FUR-BO-10000170,Furniture,Bookcases,"Safco Library with Doors, Mobile",3155.133333333333
FUR-BO-10000175,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",619.2496428571428
FUR-BO-10000184,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",72.32777777777778
FUR-BO-10000195,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",450.0545238095238
FUR-BO-10000203,Furniture,Bookcases,"Sauder Library with Doors, Metal",2443.685297619047
FUR-BO-10000208,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",109.0924619047619
FUR-BO-10000210,Furniture,Bookcases,"Ikea Library with Doors, Pine",1330.1535119047617
FUR-BO-10000214,Furniture,Bookcases,"Ikea Library with Doors, Pine",151.17333333333332
FUR-BO-10000243,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",1115.1912698412698
FUR-BO-10000259,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",916.3016666666664
FUR-BO-10000265,Furniture,Bookcases,"Bush Floating Shelf Set, Pine",682.5596666666667
FUR-BO-10000268,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",965.6488333333332
FUR-BO-10000269,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",134.22766666666666
FUR-BO-10000279,Furniture,Bookcases,"Dania Classic Bookcase, Pine",1968.637
FUR-BO-10000288,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",1604.7672380952379
FUR-BO-10000311,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",1411.5291666666667
FUR-BO-10000321,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",168.67374999999998
FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",473.8983333333333
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,431.8786666666666
FUR-BO-10000378,Furniture,Bookcases,"Bush Floating Shelf Set, Pine",204.30508928571425
FUR-BO-10000402,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",670.2916666666667
FUR-BO-10000411,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",301.37290277777777
FUR-BO-10000425,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",177.4295833333333
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,82.57729024943309
FUR-BO-10000490,Furniture,Bookcases,"Bush Library with Doors, Metal",2190.8708928571427
FUR-BO-10000502,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",424.05855555555553
FUR-BO-10000514,Furniture,Bookcases,"Bush Library with Doors, Traditional",2117.755714285714
FUR-BO-10000517,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",48.39208333333333
FUR-BO-10000533,Furniture,Bookcases,"Dania Corner Shelving, Pine",115.8225
FUR-BO-10000567,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",504.89916666666664
FUR-BO-10000596,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",2584.5544444444445
FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",474.5349179536679
FUR-BO-10000616,Furniture,Bookcases,"Dania Corner Shelving, Pine",175.55499999999998
FUR-BO-10000623,Furniture,Bookcases,"Safco Library with Doors, Metal",231.475
FUR-BO-10000624,Furniture,Bookcases,"Safco Classic Bookcase, Metal",617.74125
FUR-BO-10000636,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",273.75716666666665
FUR-BO-10000655,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",3327.473333333333
FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",126.0332142857143
FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",2817.7945945945944
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",297.77449999999993
FUR-BO-10000676,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",142.7463492063492
FUR-BO-10000684,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",795.5193333333333
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",726.7737202380953
FUR-BO-10000700,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",274.34749999999997
FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",66.7188888888889
FUR-BO-10000712,Furniture,Bookcases,"Bush Corner Shelving, Pine",117.28
FUR-BO-10000728,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",372.72369963369965
FUR-BO-10000734,Furniture,Bookcases,"Bush Corner Shelving, Pine",214.07732142857142
FUR-BO-10000746,Furniture,Bookcases,"Ikea Corner Shelving, Mobile",82.56483333333333
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,402.9576071428571
FUR-BO-10000786,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",417.58980357142855
FUR-BO-10000791,Furniture,Bookcases,"Dania Library with Doors, Traditional",152.85999999999999
FUR-BO-10000797,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",1386.4266666666663
FUR-BO-10000807,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",291.68125
FUR-BO-10000820,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",1220.1850000000002
FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",603.3283333333333
FUR-BO-10000883,Furniture,Bookcases,"Dania Corner Shelving, Mobile",153.11372586872588
FUR-BO-10000889,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",220.83999999999997
FUR-BO-10000891,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",440.94305555555565
FUR-BO-10000892,Furniture,Bookcases,"Bush Corner Shelving, Mobile",92.13
FUR-BO-10000895,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",601.8930476190476
FUR-BO-10000936,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",460.59883333333335
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",480.5393
FUR-BO-10000967,Furniture,Bookcases,"Ikea Library with Doors, Pine",865.3440476190477
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",1374.4114965986394
FUR-BO-10001003,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",134.91517857142856
FUR-BO-10001010,Furniture,Bookcases,"Dania Corner Shelving, Mobile",633.0178571428571
FUR-BO-10001039,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",541.1581018518518
FUR-BO-10001042,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",208.39690476190475
FUR-BO-10001067,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",91.6865
FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",1283.9287982625483
FUR-BO-10001099,Furniture,Bookcases,"Bush Corner Shelving, Traditional",185.99062500000002
FUR-BO-10001133,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",1808.3163333333334
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",395.8856546546547
FUR-BO-10001155,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",574.1812169312169
FUR-BO-10001165,Furniture,Bookcases,"Bush Library with Doors, Mobile",1496.205
FUR-BO-10001192,Furniture,Bookcases,"Bush Library with Doors, Mobile",1483.5260714285712
FUR-BO-10001196,Furniture,Bookcases,"Bush Library with Doors, Pine",399.30673133848137
FUR-BO-10001201,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",138.89740079365077
FUR-BO-10001212,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",2479.1686946129803
FUR-BO-10001216,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",544.5726037414966
FUR-BO-10001233,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",137.11135416666667
FUR-BO-10001254,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",133.42
FUR-BO-10001255,Furniture,Bookcases,"Ikea Library with Doors, Mobile",1641.7356249999998
FUR-BO-10001256,Furniture,Bookcases,"Ikea Corner Shelving, Pine",564.7158333333333
FUR-BO-10001271,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",179.79
FUR-BO-10001276,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",79.56555555555556
FUR-BO-10001287,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",762.1727777777777
FUR-BO-10001295,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",136.08138888888888
FUR-BO-10001309,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",324.19
FUR-BO-10001318,Furniture,Bookcases,"Safco Library with Doors, Mobile",110.56833333333336
FUR-BO-10001324,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",1088.70375
FUR-BO-10001326,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",126.60833333333333
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,440.2910555555556
FUR-BO-10001342,Furniture,Bookcases,"Safco Corner Shelving, Metal",518.6696626984127
FUR-BO-10001356,Furniture,Bookcases,"Ikea Library with Doors, Mobile",383.37657407407403
FUR-BO-10001358,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",116.38180555555554
FUR-BO-10001362,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",458.29249999999996
FUR-BO-10001369,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",154.585
FUR-BO-10001370,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",400.60999999999996
FUR-BO-10001372,Furniture,Bookcases,"Safco Classic Bookcase, Pine",1201.5041785714286
FUR-BO-10001385,Furniture,Bookcases,"Sauder Corner Shelving, Metal",850.2549404761904
FUR-BO-10001387,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",540.5882142857142
FUR-BO-10001390,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",189.42895833333333
FUR-BO-10001392,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",2778.0225
FUR-BO-10001393,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",859.6872504902861
FUR-BO-10001405,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",537.8222916666666
FUR-BO-10001436,Furniture,Bookcases,"Bush Corner Shelving, Traditional",712.0225
FUR-BO-10001452,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",120.015
FUR-BO-10001461,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",704.9033333333332
FUR-BO-10001471,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",2045.1942857142856
FUR-BO-10001476,Furniture,Bookcases,"Safco Corner Shelving, Pine",152.935
FUR-BO-10001483,Furniture,Bookcases,"Bush Corner Shelving, Metal",104.7366975308642
FUR-BO-10001498,Furniture,Bookcases,"Dania Classic Bookcase, Pine",410.224
FUR-BO-10001501,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1273.8523642690309
FUR-BO-10001507,Furniture,Bookcases,"Ikea Library with Doors, Traditional",212.755
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,130.85844444444444
FUR-BO-10001524,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",52.05
FUR-BO-10001537,Furniture,Bookcases,"Ikea Corner Shelving, Metal",113.03611111111111
FUR-BO-10001541,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",464.17512619762624
FUR-BO-10001553,Furniture,Bookcases,"Sauder Library with Doors, Traditional",1008.1482142857142
FUR-BO-10001555,Furniture,Bookcases,"Bush Corner Shelving, Metal",113.92222222222222
FUR-BO-10001558,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",180.16041666666666
FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",40.448571428571434
FUR-BO-10001580,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",131.34139389389387
FUR-BO-10001585,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",202.44332407407404
FUR-BO-10001596,Furniture,Bookcases,"Dania Library with Doors, Mobile",793.879375
FUR-BO-10001598,Furniture,Bookcases,"Bush Corner Shelving, Pine",653.5007539682539
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",372.9735714285714
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",109.48896071428571
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,196.84
FUR-BO-10001621,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",528.2129166666666
FUR-BO-10001641,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",446.9724857142857
FUR-BO-10001646,Furniture,Bookcases,"Safco Library with Doors, Pine",384.1197321428572
FUR-BO-10001668,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",999.5143717824966
FUR-BO-10001679,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",942.1540476190476
FUR-BO-10001699,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",58.62666666666667
FUR-BO-10001708,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",439.4968911564626
FUR-BO-10001714,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",708.1516666666666
FUR-BO-10001721,Furniture,Bookcases,"Bush Corner Shelving, Mobile",84.06325000000001
FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",252.62666666666667
FUR-BO-10001746,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",204.79999999999998
FUR-BO-10001749,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",705.9958775510204
FUR-BO-10001753,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",453.1795449735449
FUR-BO-10001779,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",88.38183673469386
FUR-BO-10001781,Furniture,Bookcases,"Bush Library with Doors, Traditional",461.1825
FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,318.08083333333326
FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",776.0240178571429
FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal",1566.9586666666662
FUR-BO-10001831,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",541.3404166666667
FUR-BO-10001834,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",416.29791666666665
FUR-BO-10001835,Furniture,Bookcases,"Safco Library with Doors, Traditional",347.05
FUR-BO-10001860,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",175.4260111969112
FUR-BO-10001867,Furniture,Bookcases,"Dania Corner Shelving, Mobile",143.61366666666666
FUR-BO-10001872,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",163.51916666666668
FUR-BO-10001873,Furniture,Bookcases,"Ikea Floating Shelf Set, Mobile",755.5899999999999
FUR-BO-10001874,Furniture,Bookcases,"Sauder Corner Shelving, Pine",819.9853273809523
FUR-BO-10001875,Furniture,Bookcases,"Bush Library with Doors, Mobile",336.03499999999997
FUR-BO-10001876,Furniture,Bookcases,"Safco Corner Shelving, Pine",1212.5733333333333
FUR-BO-10001888,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",1410.0833333333333
FUR-BO-10001892,Furniture,Bookcases,"Sauder Library with Doors, Pine",1105.605
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",536.0566666666666
FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",1289.3808274345774
FUR-BO-10001943,Furniture,Bookcases,"Safco Library with Doors, Traditional",3135.543333333333
FUR-BO-10001946,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",142.02260416666667
FUR-BO-10001966,Furniture,Bookcases,"Ikea Corner Shelving, Metal",147.4952777777778
FUR-BO-10001967,Furniture,Bookcases,"Safco Corner Shelving, Mobile",1056.5155555555555
FUR-BO-10001969,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",206.061625
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,203.90345002616434
FUR-BO-10002000,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",2522.4425714285712
FUR-BO-10002003,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",389.10364102564097
FUR-BO-10002008,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",146.20583333333332
FUR-BO-10002031,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",1043.8140634920635
FUR-BO-10002032,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",375.0003571428571
FUR-BO-10002042,Furniture,Bookcases,"Bush Classic Bookcase, Metal",157.14833333333334
FUR-BO-10002084,Furniture,Bookcases,"Dania Library with Doors, Metal",500.96799999999996
FUR-BO-10002109,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",118.02361111111111
FUR-BO-10002133,Furniture,Bookcases,"Bush Corner Shelving, Mobile",720.4099999999999
FUR-BO-10002142,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",646.0041666666666
FUR-BO-10002182,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",1025.5490476190475
FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",276.0235714285714
FUR-BO-10002204,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",620.6281552579364
FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",709.0866666666667
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",1356.711538888889
FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",263.35947916666663
FUR-BO-10002235,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",180.3715
FUR-BO-10002250,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",101.01833333333335
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,167.4202232142857
FUR-BO-10002277,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile",790.6427857142855
FUR-BO-10002285,Furniture,Bookcases,"Safco Corner Shelving, Pine",201.24433333333332
FUR-BO-10002289,Furniture,Bookcases,"Ikea Corner Shelving, Pine",98.59916666666666
FUR-BO-10002300,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",548.8402440476191
FUR-BO-10002308,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",828.131757936508
FUR-BO-10002309,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",215.4983333333333
FUR-BO-10002318,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",2608.429583333333
FUR-BO-10002324,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",99.44218749999999
FUR-BO-10002325,Furniture,Bookcases,"Bush Classic Bookcase, Metal",651.7423958333333
FUR-BO-10002334,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",99.40499999999997
FUR-BO-10002346,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",148.3244336734694
FUR-BO-10002352,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",208.58763605442178
FUR-BO-10002378,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",189.0653333333333
FUR-BO-10002383,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",246.9417510822511
FUR-BO-10002387,Furniture,Bookcases,"Safco Library with Doors, Metal",3663.1696598639446
FUR-BO-10002390,Furniture,Bookcases,"Ikea Library with Doors, Metal",1324.325918367347
FUR-BO-10002423,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",1010.0413513513513
FUR-BO-10002444,Furniture,Bookcases,"Sauder Library with Doors, Mobile",2645.4756462585033
FUR-BO-10002462,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",2226.583666666667
FUR-BO-10002471,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",177.52709999999996
FUR-BO-10002510,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",717.304373015873
FUR-BO-10002529,Furniture,Bookcases,"Safco Library with Doors, Metal",3280.835714285714
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",494.6376488095238
FUR-BO-10002574,Furniture,Bookcases,"Bush Corner Shelving, Traditional",48.14
FUR-BO-10002580,Furniture,Bookcases,"Safco Classic Bookcase, Pine",305.5391666666667
FUR-BO-10002592,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",60.54666666666667
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",98.67927777777778
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",959.7965873015874
FUR-BO-10002632,Furniture,Bookcases,"Sauder Corner Shelving, Pine",739.0768367346938
FUR-BO-10002679,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",101.11522916666665
FUR-BO-10002680,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",721.77
FUR-BO-10002682,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",700.8287499999999
FUR-BO-10002708,Furniture,Bookcases,"Dania Library with Doors, Pine",927.9695238095239
FUR-BO-10002736,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",712.1951785714285
FUR-BO-10002738,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",577.1771428571428
FUR-BO-10002740,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",313.8805357142857
FUR-BO-10002766,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",286.07916666666665
FUR-BO-10002781,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",901.5711111111111
FUR-BO-10002782,Furniture,Bookcases,"Safco Corner Shelving, Traditional",180.53476851851852
